,game_id,original_event_id,period_id,time_seconds,team_id,player_id,start_x,end_x,start_y,end_y,type_id,result_id,bodypart_id,action_id,type_name
111,1,,1,324.5,299,21778,54.285000000000004,54.915,23.256,29.512,21,1,0,111,dribble
126,1,,1,453.5,935,316891,35.28,23.939999999999998,12.307999999999993,17.204,21,1,0,126,dribble
129,1,,1,459.5,299,146760,21.840000000000003,38.115,42.772,50.048,21,1,0,129,dribble
131,1,,1,462.5,299,146760,38.115,45.675,50.048,43.656,21,1,0,131,dribble
133,1,,1,466.5,299,148484,65.835,83.89500000000001,27.88,37.604,21,1,0,133,dribble
135,1,,1,470.5,299,148484,83.89500000000001,100.48500000000001,37.604,44.94799999999999,21,1,0,135,dribble
151,1,,1,575.5,299,21778,13.965,23.73,57.05200000000001,56.44,21,1,0,151,dribble
153,1,,1,579.0,299,120103,26.88,28.665000000000003,44.676,48.892,21,1,0,153,dribble
155,1,,1,581.5,299,24642,42.735,35.910000000000004,40.936,39.916000000000004,21,1,0,155,dribble
157,1,,1,585.0,299,313171,36.75,39.165,23.052,20.876,21,1,0,157,dribble
162,1,,1,592.5,935,369464,76.545,97.125,17.272,22.507999999999996,21,1,0,162,dribble
166,1,,1,609.5,935,271086,74.445,76.125,8.228000000000002,5.507999999999996,21,1,0,166,dribble
169,1,,1,613.0,935,346000,61.005,54.075,5.916000000000004,5.032000000000004,21,1,0,169,dribble
172,1,,1,618.5,299,110273,7.454999999999999,13.335,20.876,28.084,21,1,0,172,dribble
177,1,,1,634.5,935,369464,90.825,96.39,45.288000000000004,49.912,21,1,0,177,dribble
180,1,,1,641.0,935,369464,95.235,89.04,40.732,31.756000000000007,21,1,0,180,dribble
185,1,,1,649.5,299,135127,56.80500000000001,62.055,6.46,2.788,21,1,0,185,dribble
200,1,,1,704.0,935,276037,23.939999999999998,23.625,63.784,58.751999999999995,21,1,0,200,dribble
213,1,,1,759.5,299,400828,61.425,59.535000000000004,8.5,5.848,21,1,0,213,dribble
215,1,,1,761.5,299,400828,59.535000000000004,64.365,5.848,3.5360000000000005,21,1,0,215,dribble
222,1,,1,804.0,935,148934,44.62500000000001,47.03999999999999,45.016000000000005,38.692,21,1,0,222,dribble
226,1,,1,812.0,935,380619,58.695,59.22,46.036,49.368,21,1,0,226,dribble
228,1,,1,814.5,935,388734,57.644999999999996,62.055,63.444,66.708,21,1,0,228,dribble
231,1,,1,828.5,299,21778,23.519999999999996,24.990000000000002,64.804,59.5,21,1,0,231,dribble
233,1,,1,832.5,299,313171,19.635,22.259999999999998,35.02,29.036,21,1,0,233,dribble
237,1,,1,843.5,299,21778,33.39,45.78,49.775999999999996,59.84,21,1,0,237,dribble
240,1,,1,852.0,299,107252,64.67999999999999,63.419999999999995,63.647999999999996,68.0,21,1,0,240,dribble
243,1,,1,860.5,299,107252,63.21,68.985,64.804,65.212,21,1,0,243,dribble
251,1,,1,871.5,935,148934,74.86500000000001,75.18,36.312,31.756000000000007,21,1,0,251,dribble
254,1,,1,877.0,935,346000,36.64500000000001,38.535,10.132000000000005,3.128,21,1,0,254,dribble
258,1,,1,898.0,935,380619,57.644999999999996,67.51499999999999,3.195999999999998,17.884,21,1,0,258,dribble
265,1,,1,936.5,299,24642,72.87,95.33999999999999,17.0,1.7680000000000002,21,1,0,265,dribble
268,1,,1,963.5,935,346000,89.04,89.88,6.5959999999999965,2.10799999999999,21,1,0,268,dribble
271,1,,1,974.5,299,313171,42.945,42.0,4.827999999999999,9.588,21,1,0,271,dribble
273,1,,1,977.5,299,21778,41.475,47.985,35.496,40.528,21,1,0,273,dribble
276,1,,1,985.5,299,21778,43.89,56.07,59.636,59.024,21,1,0,276,dribble
287,1,,1,1015.0,935,148934,88.2,86.625,15.775999999999996,12.104,21,1,0,287,dribble
289,1,,1,1017.5,935,148934,86.625,84.735,12.104,17.68,21,1,0,289,dribble
291,1,,1,1020.5,935,346000,73.605,72.555,15.775999999999996,9.587999999999994,21,1,0,291,dribble
293,1,,1,1022.5,935,271086,78.96000000000001,79.59,6.323999999999998,11.763999999999996,21,1,0,293,dribble
297,1,,1,1029.0,299,120103,42.945,47.985,26.588,26.656000000000002,21,1,0,297,dribble
306,1,,1,1064.0,935,316891,76.02,47.144999999999996,4.352000000000004,8.704,21,1,0,306,dribble
309,1,,1,1068.5,299,24642,40.32,37.8,5.848,2.108,21,1,0,309,dribble
312,1,,1,1072.5,299,110273,9.66,12.285,25.092,22.304,21,1,0,312,dribble
314,1,,1,1077.0,299,120103,25.935,33.075,21.08,28.696,21,1,0,314,dribble
316,1,,1,1082.0,299,21778,36.644999999999996,46.2,50.66,56.644,21,1,0,316,dribble
320,1,,1,1086.5,299,400828,76.44,71.61,47.668,45.152,21,1,0,320,dribble
330,1,,1,1168.5,935,380617,68.03999999999999,48.72,59.296,60.724000000000004,21,1,0,330,dribble
332,1,,1,1173.0,935,276037,34.64999999999999,14.070000000000007,64.19200000000001,64.056,21,1,0,332,dribble
340,1,,1,1222.5,299,24642,21.105,46.62,24.956000000000003,60.044,21,1,0,340,dribble
342,1,,1,1228.0,299,120103,45.045,47.985,47.94,47.327999999999996,21,1,0,342,dribble
344,1,,1,1231.0,299,135127,73.39500000000001,76.965,19.244000000000003,19.448,21,1,0,344,dribble
350,1,,1,1297.5,935,380619,24.78,51.345,24.208,29.716,21,1,0,350,dribble
356,1,,1,1307.0,299,110273,2.52,7.5600000000000005,32.368,34.816,21,1,0,356,dribble
361,1,,1,1321.0,299,120103,29.715000000000003,33.39,48.75600000000001,49.436,21,1,0,361,dribble
370,1,,1,1369.5,299,120103,66.885,72.975,30.26,27.676000000000002,21,1,0,370,dribble
386,1,,1,1425.0,299,107252,64.05,66.36,44.267999999999994,56.78,21,1,0,386,dribble
388,1,,1,1429.0,299,146760,69.08999999999999,64.995,64.056,60.044,21,1,0,388,dribble
391,1,,1,1437.0,299,135127,78.64500000000001,72.87,5.644,4.0120000000000005,21,1,0,391,dribble
398,1,,1,1461.0,299,313171,47.88,55.125,19.584000000000003,19.584000000000003,21,1,0,398,dribble
420,1,,1,1540.5,935,280060,42.525000000000006,44.93999999999999,14.212000000000003,7.003999999999998,21,1,0,420,dribble
423,1,,1,1544.5,935,276037,39.06,36.959999999999994,59.5,55.896,21,1,0,423,dribble
430,1,,1,1557.0,935,276037,35.489999999999995,27.404999999999987,65.212,65.416,21,1,0,430,dribble
432,1,,1,1558.5,935,276037,27.404999999999987,20.789999999999992,65.416,63.036,21,1,0,432,dribble
434,1,,1,1560.0,935,380617,24.14999999999999,20.474999999999994,48.28,50.184,21,1,0,434,dribble
436,1,,1,1562.0,935,280060,20.58,20.89500000000001,43.792,47.396,21,1,0,436,dribble
438,1,,1,1564.0,935,372842,33.81,28.665000000000006,51.544,50.184,21,1,0,438,dribble
441,1,,1,1570.5,299,106151,8.925,28.665000000000003,21.488,3.808,21,1,0,441,dribble
447,1,,1,1598.5,935,380617,31.92,8.924999999999997,17.407999999999994,12.783999999999999,21,1,0,447,dribble
452,1,,1,1640.0,299,313171,24.150000000000002,29.505000000000003,21.216,21.896,21,1,0,452,dribble
455,1,,1,1646.5,299,21778,32.865,47.355000000000004,53.583999999999996,62.42399999999999,21,1,0,455,dribble
457,1,,1,1652.5,299,400828,79.38,103.005,49.436,53.92399999999999,21,1,0,457,dribble
462,1,,1,1680.5,935,346000,60.585,49.769999999999996,20.536,1.3599999999999994,21,1,0,462,dribble
465,1,,1,1698.0,299,110273,12.285,13.44,38.556000000000004,41.616,21,1,0,465,dribble
469,1,,1,1709.5,299,21778,35.595,38.43,60.24799999999999,59.024,21,1,0,469,dribble
471,1,,1,1713.0,299,110273,14.909999999999998,20.369999999999997,28.491999999999997,26.18,21,1,0,471,dribble
473,1,,1,1716.5,299,313171,35.910000000000004,24.884999999999998,11.764000000000001,21.692,21,1,0,473,dribble
478,1,,1,1725.0,299,313171,39.06,36.330000000000005,9.384,19.651999999999997,21,1,0,478,dribble
480,1,,1,1728.5,299,120103,34.86,33.91499999999999,29.852,38.896,21,1,0,480,dribble
484,1,,1,1736.0,935,271086,74.75999999999999,78.645,45.832,35.496,21,1,0,484,dribble
487,1,,1,1745.0,299,148484,80.325,75.6,31.348000000000003,34.68,21,1,0,487,dribble
494,1,,1,1761.5,299,135127,61.11000000000001,64.89,3.74,4.896000000000001,21,1,0,494,dribble
496,1,,1,1763.5,299,135127,64.89,62.79,4.896000000000001,9.384,21,1,0,496,dribble
499,1,,1,1767.0,299,120103,56.175000000000004,55.650000000000006,26.043999999999997,31.348000000000003,21,1,0,499,dribble
501,1,,1,1769.5,299,107252,59.745,64.365,53.72,58.208,21,1,0,501,dribble
503,1,,1,1773.5,299,146760,75.28500000000001,78.12,63.443999999999996,62.152,21,1,0,503,dribble
509,1,,1,1797.0,299,146760,74.02499999999999,71.82000000000001,61.132000000000005,48.824,21,1,0,509,dribble
521,1,,1,1819.5,299,107252,75.81,79.38,49.436,49.504,21,1,0,521,dribble
524,1,,1,1822.5,935,346000,81.06,87.99,48.144000000000005,31.96,21,1,0,524,dribble
538,1,,1,1886.5,299,106151,73.28999999999999,74.865,22.236,11.22,21,1,0,538,dribble
540,1,,1,1890.5,299,148484,82.005,80.95499999999998,2.788,11.764000000000001,21,1,0,540,dribble
546,1,,1,1898.5,935,280060,75.075,72.03,11.763999999999996,12.104,21,1,0,546,dribble
552,1,,1,1910.0,299,120103,57.96000000000001,54.81,38.352,38.964,21,1,0,552,dribble
555,1,,1,1914.5,299,106151,63.105,68.67,17.816000000000003,9.520000000000001,21,1,0,555,dribble
563,1,,1,1935.5,935,316891,57.12,53.97,7.7520000000000095,9.587999999999994,21,1,0,563,dribble
565,1,,1,1938.5,935,280060,50.504999999999995,49.559999999999995,18.224000000000004,28.900000000000006,21,1,0,565,dribble
568,1,,1,1949.0,935,276037,35.385000000000005,34.860000000000014,63.784,54.468,21,1,0,568,dribble
572,1,,1,1958.5,935,316891,23.730000000000004,19.320000000000007,7.82,3.332000000000008,21,1,0,572,dribble
578,1,,1,1996.5,299,107252,70.35000000000001,89.355,64.19200000000001,64.056,21,1,0,578,dribble
583,1,,1,2009.0,299,120103,61.425,64.47,65.008,66.164,21,1,0,583,dribble
589,1,,1,2051.5,299,146760,90.19500000000001,82.11,54.536,52.156,21,1,0,589,dribble
592,1,,1,2055.5,935,276037,82.005,77.07,54.468,55.42,21,1,0,592,dribble
595,1,,1,2057.5,299,107252,76.54500000000002,79.065,57.05200000000001,46.580000000000005,21,1,0,595,dribble
609,1,,1,2097.5,299,120103,32.13,39.48,46.104,48.144,21,1,0,609,dribble
611,1,,1,2102.0,299,106151,71.295,74.44500000000001,5.44,6.188,21,1,0,611,dribble
613,1,,1,2106.0,299,135127,89.14500000000001,102.16499999999999,11.628,16.524,21,1,0,613,dribble
615,1,,1,2111.0,299,146760,92.19,86.625,64.25999999999999,66.096,21,1,0,615,dribble
623,1,,1,2132.5,299,135127,69.825,95.13,4.42,7.072000000000001,21,1,0,623,dribble
641,1,,1,2219.5,935,380617,55.335,49.769999999999996,60.996,60.588,21,1,0,641,dribble
644,1,,1,2237.0,299,313171,43.364999999999995,64.785,24.548,18.36,21,1,0,644,dribble
651,1,,1,2279.0,299,146760,63.419999999999995,65.205,60.996,58.548,21,1,0,651,dribble
654,1,,1,2282.0,935,388734,65.94,68.145,58.004000000000005,54.4,21,1,0,654,dribble
658,1,,1,2287.5,935,388734,73.5,77.28,64.056,65.688,21,1,0,658,dribble
671,1,,1,2349.0,299,21778,21.840000000000003,26.88,49.98,49.436,21,1,0,671,dribble
673,1,,1,2353.0,299,107252,40.214999999999996,59.849999999999994,65.62,65.41600000000001,21,1,0,673,dribble
675,1,,1,2357.0,299,146760,65.1,71.19,66.232,64.464,21,1,0,675,dribble
688,1,,1,2604.5,935,280060,61.005,55.230000000000004,65.28,64.19200000000001,21,1,0,688,dribble
691,1,,1,2607.5,299,146760,67.41,73.5,66.504,66.368,21,1,0,691,dribble
696,1,,1,2621.5,299,313171,39.375,31.29,56.032000000000004,48.75600000000001,21,1,0,696,dribble
698,1,,1,2625.5,299,106151,38.115,35.28,26.248,29.852,21,1,0,698,dribble
701,1,,1,2634.0,299,21778,28.455000000000002,32.025,62.900000000000006,61.608,21,1,0,701,dribble
706,1,,1,2648.5,299,21778,39.27,42.419999999999995,59.84,61.336,21,1,0,706,dribble
711,1,,1,2659.5,299,107252,43.574999999999996,40.95,64.396,65.89200000000001,21,1,0,711,dribble
723,1,,2,71.0,935,280060,19.11,15.75,61.336,60.588,21,1,0,723,dribble
736,1,,2,143.5,299,21778,23.519999999999996,34.44,47.123999999999995,57.867999999999995,21,1,0,736,dribble
738,1,,2,147.0,299,107252,46.935,59.955000000000005,64.19200000000001,62.967999999999996,21,1,0,738,dribble
742,1,,2,152.0,935,276037,65.625,71.08500000000001,60.18,62.288,21,1,0,742,dribble
756,1,,2,185.0,935,380617,72.87,56.910000000000004,57.256,30.872,21,1,0,756,dribble
759,1,,2,190.5,935,346000,32.655,34.33500000000001,22.168,17.476,21,1,0,759,dribble
769,1,,2,207.5,299,107252,32.445,27.720000000000002,60.52,65.41600000000001,21,1,0,769,dribble
775,1,,2,242.5,299,313171,29.819999999999997,45.989999999999995,20.468,11.764000000000001,21,1,0,775,dribble
777,1,,2,247.0,299,120103,34.125,34.44,26.588,29.852,21,1,0,777,dribble
779,1,,2,251.0,299,21778,39.27,63.735,46.376000000000005,60.928,21,1,0,779,dribble
787,1,,2,284.0,299,313171,50.294999999999995,58.275000000000006,21.896,20.604,21,1,0,787,dribble
790,1,,2,289.0,299,106151,70.455,68.565,3.6720000000000006,9.520000000000001,21,1,0,790,dribble
792,1,,2,292.5,299,120103,64.67999999999999,66.465,17.204,3.5360000000000005,21,1,0,792,dribble
794,1,,2,296.0,299,120103,66.465,72.03,3.5360000000000005,3.74,21,1,0,794,dribble
797,1,,2,298.0,935,380617,70.35,64.47,3.128,2.583999999999989,21,1,0,797,dribble
803,1,,2,313.5,299,21778,48.72,48.614999999999995,34.272,37.536,21,1,0,803,dribble
810,1,,2,332.5,299,21778,49.455000000000005,55.650000000000006,47.396,51.0,21,1,0,810,dribble
819,1,,2,356.0,935,372842,54.18,59.63999999999999,48.348,51.816,21,1,0,819,dribble
823,1,,2,375.0,299,24642,43.68000000000001,41.894999999999996,56.168,48.824,21,1,0,823,dribble
825,1,,2,380.0,299,106151,35.385000000000005,38.22,26.248,7.208,21,1,0,825,dribble
827,1,,2,385.5,299,313171,35.28,39.69,15.911999999999999,22.032,21,1,0,827,dribble
830,1,,2,392.5,935,380617,49.03500000000001,53.339999999999996,49.912,52.632,21,1,0,830,dribble
836,1,,2,411.5,299,24642,56.7,64.67999999999999,5.644,4.896000000000001,21,1,0,836,dribble
841,1,,2,426.0,299,24642,74.76,78.33,7.48,5.848,21,1,0,841,dribble
843,1,,2,429.0,299,106151,97.545,103.005,2.5160000000000005,2.176,21,1,0,843,dribble
848,1,,2,459.5,299,146760,72.975,91.035,49.232000000000006,48.212,21,1,0,848,dribble
860,1,,2,579.0,935,380619,94.395,79.065,52.428,52.428,21,1,0,860,dribble
866,1,,2,591.0,935,316891,30.97500000000001,20.89500000000001,7.887999999999998,19.243999999999993,21,1,0,866,dribble
877,1,,2,648.0,299,400828,95.865,97.02000000000001,64.6,61.267999999999994,21,1,0,877,dribble
883,1,,2,664.5,935,148934,91.66499999999999,80.325,47.464,28.016000000000005,21,1,0,883,dribble
891,1,,2,682.0,299,21778,38.85,45.255,44.94799999999999,46.512,21,1,0,891,dribble
896,1,,2,713.0,299,21778,48.614999999999995,47.775,59.296,56.37200000000001,21,1,0,896,dribble
898,1,,2,719.5,299,120103,43.995,51.24,40.12,44.267999999999994,21,1,0,898,dribble
902,1,,2,729.5,299,146760,76.44,86.31,64.464,65.96,21,1,0,902,dribble
908,1,,2,741.0,299,313171,42.839999999999996,40.739999999999995,47.736000000000004,24.683999999999997,21,1,0,908,dribble
911,1,,2,750.0,299,24642,47.355000000000004,57.855000000000004,18.971999999999998,17.748,21,1,0,911,dribble
915,1,,2,759.5,299,21778,48.93,59.010000000000005,59.296,63.580000000000005,21,1,0,915,dribble
920,1,,2,771.5,299,313171,40.53,46.83,15.64,8.704,21,1,0,920,dribble
923,1,,2,778.5,299,24642,49.56,56.385000000000005,12.443999999999999,29.308,21,1,0,923,dribble
926,1,,2,786.0,299,146760,73.28999999999999,82.52999999999999,57.867999999999995,59.024,21,1,0,926,dribble
928,1,,2,789.5,299,107252,93.87,102.79500000000002,63.988,57.46,21,1,0,928,dribble
934,1,,2,823.5,935,400827,68.03999999999999,72.555,3.671999999999997,0.0,21,1,0,934,dribble
936,1,,2,828.0,935,316891,59.114999999999995,41.370000000000005,2.719999999999999,4.0120000000000005,21,1,0,936,dribble
940,1,,2,842.5,299,313171,40.11,46.2,17.748,16.592,21,1,0,940,dribble
944,1,,2,849.5,935,346000,80.11500000000001,74.75999999999999,19.787999999999997,20.672000000000004,21,1,0,944,dribble
946,1,,2,853.0,935,380617,55.230000000000004,40.425,29.308000000000007,39.1,21,1,0,946,dribble
949,1,,2,858.5,935,276037,26.67,29.400000000000006,57.391999999999996,55.42,21,1,0,949,dribble
952,1,,2,861.5,299,24642,29.400000000000002,45.885000000000005,55.419999999999995,50.388,21,1,0,952,dribble
958,1,,2,874.0,299,106151,47.565,49.769999999999996,19.855999999999998,16.32,21,1,0,958,dribble
965,1,,2,898.5,935,346000,69.195,72.13499999999999,29.104,23.664,21,1,0,965,dribble
967,1,,2,900.5,935,346000,72.13499999999999,69.195,23.664,29.104,21,1,0,967,dribble
973,1,,2,937.0,935,280060,47.565,60.06,64.19200000000001,66.028,21,1,0,973,dribble
979,1,,2,967.5,935,276037,72.03,57.96000000000001,62.152,61.132,21,1,0,979,dribble
988,1,,2,982.5,299,313171,49.035000000000004,55.335,22.1,20.4,21,1,0,988,dribble
994,1,,2,993.0,299,120103,60.480000000000004,69.3,21.216,26.248,21,1,0,994,dribble
1006,1,,2,1032.5,299,21778,62.894999999999996,48.72,61.336,55.556000000000004,21,1,0,1006,dribble
1009,1,,2,1043.0,299,313171,32.445,36.75,15.504000000000001,15.028,21,1,0,1009,dribble
1011,1,,2,1046.0,299,24642,49.665,56.385000000000005,19.176,15.232,21,1,0,1011,dribble
1017,1,,2,1111.5,299,148484,77.28,83.37,2.3800000000000003,2.3800000000000003,21,1,0,1017,dribble
1024,1,,2,1152.5,299,24642,36.330000000000005,38.955,27.811999999999998,26.248,21,1,0,1024,dribble
1027,1,,2,1182.5,935,148934,49.349999999999994,49.665,20.876000000000005,17.136000000000003,21,1,0,1027,dribble
1029,1,,2,1184.5,935,400827,45.36000000000001,49.665,4.080000000000005,4.080000000000005,21,1,0,1029,dribble
1039,1,,2,1213.0,299,313171,25.515,27.405,17.136,10.132,21,1,0,1039,dribble
1056,1,,2,1253.0,299,24642,24.57,33.285000000000004,19.924,23.936000000000003,21,1,0,1056,dribble
1058,1,,2,1255.5,299,148484,45.57,62.055,21.284,18.224,21,1,0,1058,dribble
1060,1,,2,1259.5,299,400828,80.745,96.075,18.496000000000002,18.631999999999998,21,1,0,1060,dribble
1065,1,,2,1335.5,935,372842,77.175,75.18,42.772,45.492,21,1,0,1065,dribble
1076,1,,2,1359.5,935,276037,37.485,32.864999999999995,64.668,57.391999999999996,21,1,0,1076,dribble
1078,1,,2,1362.5,935,276037,32.864999999999995,30.97500000000001,57.391999999999996,52.156,21,1,0,1078,dribble
1081,1,,2,1363.5,299,107252,26.775000000000002,31.5,54.467999999999996,48.007999999999996,21,1,0,1081,dribble
1086,1,,2,1374.5,935,276037,21.52499999999999,9.239999999999995,62.356,54.808,21,1,0,1086,dribble
1088,1,,2,1377.0,935,276037,9.239999999999995,5.564999999999998,54.808,54.604,21,1,0,1088,dribble
1100,1,,2,1447.0,935,276037,69.51,57.12,65.144,51.0,21,1,0,1100,dribble
1102,1,,2,1451.0,935,400825,57.644999999999996,49.875,45.22,44.2,21,1,0,1102,dribble
1117,1,,2,1534.0,299,24642,58.800000000000004,58.169999999999995,55.76,46.376000000000005,21,1,0,1117,dribble
1120,1,,2,1538.0,299,24642,53.97,56.489999999999995,41.752,46.104,21,1,0,1120,dribble
1123,1,,2,1546.0,299,313171,48.300000000000004,61.635000000000005,21.624,9.315999999999999,21,1,0,1123,dribble
1127,1,,2,1562.0,299,313171,55.230000000000004,55.230000000000004,6.732,11.22,21,1,0,1127,dribble
1129,1,,2,1567.0,299,21778,55.230000000000004,57.96000000000001,47.94,53.516000000000005,21,1,0,1129,dribble
1133,1,,2,1573.5,935,400825,77.175,73.605,52.768,50.728,21,1,0,1133,dribble
1137,1,,2,1577.0,299,400828,63.315,62.37,42.636,48.007999999999996,21,1,0,1137,dribble
1139,1,,2,1579.0,299,120103,62.37,54.81,48.007999999999996,49.775999999999996,21,1,0,1139,dribble
1145,1,,2,1613.5,935,400827,68.985,64.36500000000001,3.332000000000008,2.8560000000000088,21,1,0,1145,dribble
1147,1,,2,1614.5,935,148934,70.77,72.345,12.376000000000005,15.027999999999999,21,1,0,1147,dribble
1151,1,,2,1621.0,935,372842,64.89,71.295,36.312,37.332,21,1,0,1151,dribble
1153,1,,2,1625.5,935,276037,45.675000000000004,35.175,63.444,63.988,21,1,0,1153,dribble
1155,1,,2,1630.5,935,380617,29.189999999999998,29.189999999999998,49.096,44.268,21,1,0,1155,dribble
1158,1,,2,1634.0,935,316891,26.879999999999995,22.260000000000005,22.576000000000008,21.488,21,1,0,1158,dribble
1160,1,,2,1635.5,935,316891,22.260000000000005,27.090000000000003,21.488,23.256000000000007,21,1,0,1160,dribble
1165,1,,2,1684.0,299,81928,75.705,79.38,8.976,9.792000000000002,21,1,0,1165,dribble
1174,1,,2,1712.0,299,379790,57.644999999999996,58.589999999999996,45.900000000000006,56.032000000000004,21,1,0,1174,dribble
1182,1,,2,1759.0,299,81928,68.35499999999999,71.295,4.148,5.44,21,1,0,1182,dribble
1186,1,,2,1765.0,935,316891,71.82,70.77,15.027999999999999,7.003999999999998,21,1,0,1186,dribble
1188,1,,2,1769.0,935,400827,83.16,77.28,6.799999999999997,4.963999999999999,21,1,0,1188,dribble
1193,1,,2,1781.5,299,313171,44.625,46.305,15.435999999999998,12.24,21,1,0,1193,dribble
1201,1,,2,1817.5,299,21778,37.065,32.13,49.912000000000006,44.267999999999994,21,1,0,1201,dribble
1207,1,,2,1828.0,299,379790,66.15,70.97999999999999,63.24,64.25999999999999,21,1,0,1207,dribble
1210,1,,2,1831.0,935,276037,79.8,76.125,58.072,65.62,21,1,0,1210,dribble
1216,1,,2,1849.0,299,313171,42.839999999999996,47.145,21.284,16.524,21,1,0,1216,dribble
1219,1,,2,1894.5,935,325220,48.089999999999996,45.150000000000006,18.496000000000002,21.623999999999995,21,1,0,1219,dribble
1228,1,,2,1910.5,299,379790,78.435,97.22999999999999,62.62799999999999,52.292,21,1,0,1228,dribble
1230,1,,2,1913.5,299,379790,97.22999999999999,102.48,52.292,48.348,21,1,0,1230,dribble
1234,1,,2,1916.5,935,400825,102.795,102.795,35.428000000000004,32.096,21,1,0,1234,dribble
1238,1,,2,1925.5,299,106151,91.665,100.17,9.315999999999999,11.764000000000001,21,1,0,1238,dribble
1245,1,,2,1979.5,935,372842,50.82,57.330000000000005,27.608000000000004,32.912,21,1,0,1245,dribble
1254,1,,2,2014.5,299,81928,83.78999999999999,78.12,9.86,9.86,21,1,0,1254,dribble
1260,1,,2,2032.5,299,379790,59.63999999999999,57.120000000000005,63.988,60.587999999999994,21,1,0,1260,dribble
1263,1,,2,2036.5,935,356232,57.12,64.785,60.588,56.848,21,1,0,1263,dribble
1278,1,,2,2065.5,935,276037,71.715,71.08500000000001,60.996,49.980000000000004,21,1,0,1278,dribble
1297,1,,2,2181.0,935,380619,84.735,83.58,49.708,54.604,21,1,0,1297,dribble
1300,1,,2,2185.5,935,356232,75.705,70.66499999999999,64.464,64.668,21,1,0,1300,dribble
1303,1,,2,2194.0,299,21778,28.665000000000003,32.025,45.152,45.967999999999996,21,1,0,1303,dribble
1307,1,,2,2203.5,299,21778,42.105000000000004,55.755,48.007999999999996,58.82,21,1,0,1307,dribble
1312,1,,2,2231.0,299,146760,56.80500000000001,64.67999999999999,64.396,63.24,21,1,0,1312,dribble
1316,1,,2,2245.0,299,363077,95.235,97.86,55.827999999999996,49.844,21,1,0,1316,dribble
1319,1,,2,2252.0,935,369464,101.64,89.985,44.403999999999996,44.06399999999999,21,1,0,1319,dribble
1326,1,,2,2280.0,935,356232,83.475,69.3,44.608000000000004,62.016,21,1,0,1326,dribble
1330,1,,2,2290.5,299,313171,36.435,48.089999999999996,28.016000000000002,25.092,21,1,0,1330,dribble
1336,1,,2,2336.0,299,146760,69.19500000000001,79.485,62.288,49.504,21,1,0,1336,dribble
1338,1,,2,2337.5,299,146760,79.485,73.28999999999999,49.504,54.12799999999999,21,1,0,1338,dribble
1342,1,,2,2342.5,299,379790,84.735,93.45,65.07600000000001,60.044,21,1,0,1342,dribble
1355,1,,2,2419.0,299,24642,47.985,51.555,21.692,20.876,21,1,0,1355,dribble
1357,1,,2,2421.0,299,81928,76.86,74.44500000000001,22.168,19.516,21,1,0,1357,dribble
1364,1,,2,2430.5,935,325220,33.28500000000001,26.040000000000006,5.576000000000008,16.659999999999997,21,1,0,1364,dribble
1367,1,,2,2447.5,299,142318,17.01,24.36,35.496,30.94,21,1,0,1367,dribble
1372,1,,2,2456.0,299,142318,32.445,34.125,24.072,28.696,21,1,0,1372,dribble
