,game_id,original_event_id,period_id,time_seconds,team_id,player_id,start_x,end_x,start_y,end_y,type_id,result_id,bodypart_id,action_id,type_name
1137,6,,2,1687.5,299,142318,36.224999999999994,38.64,51.204,48.348,21,1,0,1137,dribble
1141,6,,2,1706.5,299,148484,69.92999999999999,72.345,19.040000000000003,17.068,21,1,0,1141,dribble
1150,6,,2,1822.5,122,389108,81.165,79.695,60.519999999999996,56.644000000000005,21,1,0,1150,dribble
1155,6,,2,1835.0,299,110273,7.9799999999999995,11.759999999999998,36.72,37.128,21,1,0,1155,dribble
1157,6,,2,1839.0,299,142318,28.769999999999996,34.125,30.123999999999995,29.92,21,1,0,1157,dribble
1162,6,,2,1854.5,122,318429,60.794999999999995,56.595,55.828,57.46,21,1,0,1162,dribble
1165,6,,2,1877.0,299,148484,40.635,40.214999999999996,28.356,24.14,21,1,0,1165,dribble
1167,6,,2,1879.5,299,142318,42.0,28.875000000000004,20.876,28.9,21,1,0,1167,dribble
1170,6,,2,1885.5,299,21778,19.005000000000003,12.18,58.344,63.172000000000004,21,1,0,1170,dribble
1172,6,,2,1891.0,299,135127,44.415,36.96,32.096000000000004,41.956,21,1,0,1172,dribble
1174,6,,2,1896.5,299,303910,45.045,72.03,50.93200000000001,64.396,21,1,0,1174,dribble
1179,6,,2,1910.5,299,142318,70.13999999999999,72.44999999999999,61.336,52.836,21,1,0,1179,dribble
1187,6,,2,1922.5,122,295756,31.39500000000001,18.900000000000006,12.852000000000004,7.6839999999999975,21,1,0,1187,dribble
1196,6,,2,1975.5,299,21778,38.955,41.26499999999999,49.164,47.056000000000004,21,1,0,1196,dribble
1199,6,,2,1982.0,299,135127,58.169999999999995,69.615,27.403999999999996,16.388,21,1,0,1199,dribble
1201,6,,2,1986.5,299,343029,89.67000000000002,92.61,3.196,1.904,21,1,0,1201,dribble
1205,6,,2,1997.0,299,142318,75.91499999999999,80.01,3.944,4.352,21,1,0,1205,dribble
1211,6,,2,2007.0,122,229466,47.355000000000004,56.28,28.900000000000006,28.492000000000004,21,1,0,1211,dribble
1214,6,,2,2013.5,122,383997,35.07000000000001,30.97500000000001,62.628,53.312,21,1,0,1214,dribble
1219,6,,2,2036.0,299,75691,25.935,46.51499999999999,18.631999999999998,19.924,21,1,0,1219,dribble
1227,6,,2,2061.5,122,400992,15.85499999999999,18.060000000000002,34.408,30.736000000000004,21,1,0,1227,dribble
1230,6,,2,2135.0,299,142318,50.294999999999995,62.58,22.168,17.476,21,1,0,1230,dribble
1241,6,,2,2200.5,299,142318,58.48500000000001,58.48500000000001,59.16,52.02,21,1,0,1241,dribble
1243,6,,2,2205.0,299,75691,54.495000000000005,68.565,32.3,32.164,21,1,0,1243,dribble
1246,6,,2,2213.0,299,400828,80.325,78.64500000000001,49.775999999999996,56.303999999999995,21,1,0,1246,dribble
1254,6,,2,2254.0,299,21778,57.120000000000005,64.47,22.168,29.24,21,1,0,1254,dribble
1258,6,,2,2267.0,122,383997,68.66999999999999,67.095,23.392000000000003,39.983999999999995,21,1,0,1258,dribble
1263,6,,2,2272.5,299,74016,82.425,78.33,25.772,26.043999999999997,21,1,0,1263,dribble
1269,6,,2,2320.0,299,303910,32.025,34.230000000000004,21.692,38.352,21,1,0,1269,dribble
1271,6,,2,2322.0,299,379790,26.565,29.819999999999997,46.104,44.608,21,1,0,1271,dribble
1277,6,,2,2351.0,299,110273,7.3500000000000005,12.18,23.188000000000002,28.22,21,1,0,1277,dribble
1279,6,,2,2354.5,299,142318,27.3,35.385000000000005,27.063999999999997,25.16,21,1,0,1279,dribble
1281,6,,2,2359.0,299,135127,45.464999999999996,58.90500000000001,20.672,7.208,21,1,0,1281,dribble
1283,6,,2,2362.5,299,343029,66.045,72.66000000000001,2.584,2.788,21,1,0,1283,dribble
1291,6,,2,2456.0,299,74016,60.06000000000001,54.705000000000005,44.404,45.42399999999999,21,1,0,1291,dribble
1298,6,,2,2483.0,299,75691,14.909999999999998,18.06,20.332,19.924,21,1,0,1298,dribble
1301,6,,2,2488.0,299,21778,32.235,38.745,53.24399999999999,58.75200000000001,21,1,0,1301,dribble
1307,6,,2,2511.0,122,383997,30.764999999999986,31.710000000000008,56.644000000000005,52.36,21,1,0,1307,dribble
1314,6,,2,2526.5,122,290842,62.580000000000005,66.36,10.812000000000005,9.384,21,1,0,1314,dribble
1319,6,,2,2538.0,299,21778,20.580000000000002,21.840000000000003,35.428000000000004,39.711999999999996,21,1,0,1319,dribble
1321,6,,2,2542.0,299,21778,21.840000000000003,23.1,39.711999999999996,53.788,21,1,0,1321,dribble
1323,6,,2,2548.0,299,142318,34.65,43.89,31.076,21.148,21,1,0,1323,dribble
1331,6,,2,2565.0,122,333946,54.495,35.7,49.64,53.516,21,1,0,1331,dribble
1333,6,,2,2569.5,122,229466,28.560000000000002,12.39,64.872,56.576,21,1,0,1333,dribble
1335,6,,2,2575.0,122,229466,12.39,2.835000000000008,56.576,42.024,21,1,0,1335,dribble
1341,6,,2,2620.0,299,110273,2.7300000000000004,14.384999999999998,29.104,26.452,21,1,0,1341,dribble
1346,6,,2,2644.0,299,148484,62.58,70.56,12.92,15.028,21,1,0,1346,dribble
1349,6,,2,2649.0,299,148484,67.72500000000001,69.615,15.572,18.291999999999998,21,1,0,1349,dribble
1351,6,,2,2650.0,299,74016,77.385,80.42999999999999,22.711999999999996,21.76,21,1,0,1351,dribble
1354,6,,2,2653.0,122,295756,64.57499999999999,73.71000000000001,33.932,27.676000000000002,21,1,0,1354,dribble
1357,6,,2,2660.5,299,343029,67.62,77.175,14.824,9.724,21,1,0,1357,dribble
1364,6,,2,2767.0,299,142318,26.985,30.45,23.936000000000003,22.304,21,1,0,1364,dribble
1366,6,,2,2770.0,299,75691,34.65,38.115,15.368,16.252,21,1,0,1366,dribble
1369,6,,2,2774.5,299,21778,32.97,37.169999999999995,53.788,59.772,21,1,0,1369,dribble
1376,6,,2,2804.5,122,383997,48.510000000000005,50.714999999999996,50.796,46.784,21,1,0,1376,dribble
1379,6,,2,2813.0,299,75691,41.894999999999996,45.885000000000005,36.516000000000005,32.571999999999996,21,1,0,1379,dribble
1382,6,,2,2819.5,299,343029,60.16499999999999,45.464999999999996,9.655999999999999,6.46,21,1,0,1382,dribble
1384,6,,2,2825.0,299,75691,37.8,44.94,21.896,21.964,21,1,0,1384,dribble
1386,6,,2,2829.0,299,135127,58.69499999999999,58.800000000000004,1.972,8.228,21,1,0,1386,dribble
1388,6,,2,2832.0,299,148484,60.58500000000001,58.90500000000001,19.72,12.988,21,1,0,1388,dribble
1390,6,,2,2835.5,299,343029,73.185,85.26,3.4000000000000004,2.108,21,1,0,1390,dribble
1403,6,,2,2921.5,122,383997,14.804999999999993,20.16000000000001,17.407999999999994,12.104,21,1,0,1403,dribble
1406,6,,2,2926.5,122,295756,42.525000000000006,44.205000000000005,11.219999999999999,7.7520000000000095,21,1,0,1406,dribble
1409,6,,2,2932.5,122,241049,84.21,84.84,26.792,32.164,21,1,0,1409,dribble
1424,6,,2,2979.5,299,379790,56.489999999999995,64.05,62.763999999999996,63.172000000000004,21,1,0,1424,dribble
1433,6,,2,3005.0,299,75691,49.035000000000004,55.86,32.368,30.328,21,1,0,1433,dribble
1438,6,,2,3132.0,122,389065,29.400000000000006,27.825000000000003,12.783999999999999,10.200000000000003,21,1,0,1438,dribble
1442,6,,2,3156.5,122,342705,4.304999999999993,3.5700000000000074,12.783999999999999,6.527999999999999,21,1,0,1442,dribble
1444,6,,2,3160.5,122,342705,3.5700000000000074,2.9399999999999977,6.527999999999999,17.951999999999998,21,1,0,1444,dribble
1446,6,,2,3163.0,122,342705,2.9399999999999977,4.935000000000002,17.951999999999998,22.848,21,1,0,1446,dribble
1450,6,,2,3186.0,299,135127,62.894999999999996,72.345,29.92,28.696,21,1,0,1450,dribble
1452,6,,2,3188.0,299,400828,87.78,90.19500000000001,23.392,25.5,21,1,0,1452,dribble
1464,6,,2,3249.0,299,75691,33.6,35.175000000000004,11.899999999999999,15.368,21,1,0,1464,dribble
1466,6,,2,3251.5,299,21778,35.910000000000004,40.95,37.876000000000005,40.12,21,1,0,1466,dribble
1468,6,,2,3255.5,299,379790,49.665,50.19,64.25999999999999,60.112,21,1,0,1468,dribble
1470,6,,2,3259.0,299,21778,41.160000000000004,39.06,47.123999999999995,44.812000000000005,21,1,0,1470,dribble
1473,6,,2,3265.5,299,343029,58.275000000000006,65.94,1.904,1.972,21,1,0,1473,dribble
1478,6,,2,3280.5,299,135127,90.825,99.53999999999999,8.296,9.655999999999999,21,1,0,1478,dribble
2,7,,1,4.5,288,363935,25.305000000000003,28.980000000000004,14.075999999999999,7.684,21,1,0,2,dribble
5,7,,1,9.0,299,81928,49.455,53.76,17.612000000000002,8.907999999999994,21,1,0,5,dribble
7,7,,1,10.5,299,146760,54.285000000000004,49.455,1.7000000000000028,17.612000000000002,21,1,0,7,dribble
10,7,,1,15.0,288,296521,36.96,15.225,13.056000000000001,45.900000000000006,21,1,0,10,dribble
12,7,,1,22.0,288,296521,15.225,15.329999999999998,45.900000000000006,38.556000000000004,21,1,0,12,dribble
21,7,,1,41.0,288,381792,55.755,59.535000000000004,47.94,49.164,21,1,0,21,dribble
24,7,,1,42.5,299,135127,71.08500000000001,64.47,47.872,50.048,21,1,0,24,dribble
26,7,,1,43.5,299,148484,58.589999999999996,62.894999999999996,44.879999999999995,50.728,21,1,0,26,dribble
28,7,,1,45.0,299,148484,62.894999999999996,65.94,50.728,50.932,21,1,0,28,dribble
35,7,,1,65.5,299,148484,42.42,36.75,35.291999999999994,38.828,21,1,0,35,dribble
39,7,,1,72.5,299,119542,34.545,13.86,63.24,64.464,21,1,0,39,dribble
47,7,,1,141.0,299,110273,88.41,87.57,26.86,31.144,21,1,0,47,dribble
50,7,,1,150.5,299,21778,76.545,62.685,25.567999999999998,16.863999999999997,21,1,0,50,dribble
52,7,,1,154.5,299,379790,45.78000000000001,42.315000000000005,5.167999999999999,4.963999999999999,21,1,0,52,dribble
55,7,,1,157.5,288,109474,30.45,28.980000000000004,19.448,14.416,21,1,0,55,dribble
66,7,,1,175.0,299,81928,36.855000000000004,28.35000000000001,9.655999999999999,5.847999999999999,21,1,0,66,dribble
73,7,,1,210.5,299,81928,26.67,26.879999999999995,17.884,21.488,21,1,0,73,dribble
75,7,,1,212.5,299,21778,8.924999999999997,14.909999999999997,43.316,39.644,21,1,0,75,dribble
84,7,,1,294.5,288,140118,53.13,45.675,67.048,65.688,21,1,0,84,dribble
95,7,,1,316.5,288,347204,85.89,89.25,46.512,46.716,21,1,0,95,dribble
104,7,,1,370.5,288,401060,64.67999999999999,76.64999999999999,65.212,54.400000000000006,21,1,0,104,dribble
107,7,,1,375.5,299,75691,83.37,75.705,47.872,33.932,21,1,0,107,dribble
110,7,,1,383.0,299,400828,40.004999999999995,5.460000000000008,4.827999999999996,5.439999999999998,21,1,0,110,dribble
113,7,,1,391.0,288,35405,15.225,23.205000000000002,10.744,9.927999999999999,21,1,0,113,dribble
117,7,,1,400.0,299,81928,47.565,43.470000000000006,25.976,27.200000000000003,21,1,0,117,dribble
119,7,,1,405.0,299,379790,26.67,21.83999999999999,3.5360000000000014,3.4000000000000057,21,1,0,119,dribble
124,7,,1,417.0,299,83798,35.175,34.860000000000014,5.643999999999998,9.112000000000002,21,1,0,124,dribble
133,7,,1,439.5,288,135563,18.06,25.724999999999998,33.116,31.688000000000002,21,1,0,133,dribble
137,7,,1,452.5,299,81928,48.93,45.56999999999999,31.076000000000008,25.432000000000002,21,1,0,137,dribble
147,7,,1,498.0,288,401060,59.43000000000001,74.97000000000001,63.172000000000004,62.967999999999996,21,1,0,147,dribble
150,7,,1,505.5,299,75691,93.345,90.61500000000001,63.036,65.416,21,1,0,150,dribble
153,7,,1,518.0,299,83798,56.385000000000005,55.335,46.239999999999995,39.508,21,1,0,153,dribble
159,7,,1,530.5,299,75691,56.175,55.125,42.432,45.492,21,1,0,159,dribble
161,7,,1,535.0,299,148484,36.64500000000001,28.560000000000002,63.376,56.1,21,1,0,161,dribble
167,7,,1,576.5,299,75691,9.66000000000001,12.810000000000002,28.22,23.867999999999995,21,1,0,167,dribble
169,7,,1,578.5,299,21778,8.924999999999997,9.765,29.716,33.32,21,1,0,169,dribble
178,7,,1,618.5,299,21778,72.975,70.875,27.268,22.712000000000003,21,1,0,178,dribble
186,7,,1,673.0,299,135127,42.735,36.75,47.532,48.552,21,1,0,186,dribble
192,7,,1,682.0,288,35405,39.06,43.364999999999995,41.752,35.292,21,1,0,192,dribble
206,7,,1,716.5,299,148484,30.345,36.224999999999994,50.524,48.959999999999994,21,1,0,206,dribble
208,7,,1,723.0,299,119542,36.224999999999994,42.21,63.376,64.396,21,1,0,208,dribble
210,7,,1,730.0,299,75691,64.89,59.43,44.268,45.288000000000004,21,1,0,210,dribble
212,7,,1,737.0,299,21778,58.695,45.044999999999995,20.876000000000005,16.25200000000001,21,1,0,212,dribble
215,7,,1,744.5,299,119542,47.144999999999996,43.050000000000004,60.112,63.308,21,1,0,215,dribble
217,7,,1,749.0,299,119542,43.050000000000004,28.769999999999996,63.308,55.896,21,1,0,217,dribble
226,7,,1,780.5,288,35405,64.155,69.40499999999999,14.62,10.54,21,1,0,226,dribble
228,7,,1,783.5,288,283362,79.69500000000001,76.54500000000002,5.372,6.867999999999999,21,1,0,228,dribble
237,7,,1,803.5,288,296521,8.19,8.4,38.148,29.036,21,1,0,237,dribble
241,7,,1,813.5,288,140118,28.769999999999996,32.445,63.376000000000005,63.580000000000005,21,1,0,241,dribble
254,7,,1,843.5,288,296521,15.434999999999999,18.27,31.28,27.063999999999997,21,1,0,254,dribble
260,7,,1,855.5,299,400828,39.375,30.345,33.388,43.996,21,1,0,260,dribble
264,7,,1,861.5,288,381792,22.365,21.945,36.448,30.464,21,1,0,264,dribble
267,7,,1,866.0,299,81928,29.71499999999999,33.599999999999994,46.647999999999996,43.792,21,1,0,267,dribble
272,7,,1,878.0,299,379790,28.14,32.129999999999995,5.847999999999999,3.5360000000000014,21,1,0,272,dribble
275,7,,1,885.5,299,81928,39.269999999999996,37.379999999999995,25.228,29.716,21,1,0,275,dribble
279,7,,1,895.0,299,21778,45.464999999999996,44.62500000000001,31.28,21.488,21,1,0,279,dribble
283,7,,1,903.0,299,75691,49.14,45.044999999999995,38.352000000000004,48.484,21,1,0,283,dribble
289,7,,1,915.0,299,81928,37.8,33.39,40.188,43.384,21,1,0,289,dribble
292,7,,1,922.5,299,400828,17.114999999999995,15.540000000000006,62.152,65.008,21,1,0,292,dribble
294,7,,1,926.0,299,148484,24.674999999999997,27.929999999999993,54.604,51.816,21,1,0,294,dribble
297,7,,1,928.0,299,148484,22.89,19.004999999999995,50.456,48.144000000000005,21,1,0,297,dribble
299,7,,1,929.5,299,148484,19.004999999999995,3.989999999999995,48.144000000000005,47.464,21,1,0,299,dribble
308,7,,1,983.0,299,119542,56.595,49.03500000000001,63.92,64.464,21,1,0,308,dribble
314,7,,1,992.5,299,75691,60.375,58.589999999999996,43.996,41.208,21,1,0,314,dribble
317,7,,1,998.5,299,81928,47.144999999999996,48.3,45.016000000000005,40.120000000000005,21,1,0,317,dribble
319,7,,1,1001.0,299,379790,28.769999999999996,23.205,3.740000000000009,6.6640000000000015,21,1,0,319,dribble
322,7,,1,1005.0,288,283362,23.205000000000002,7.770000000000001,6.664000000000001,2.3120000000000003,21,1,0,322,dribble
325,7,,1,1016.5,299,81928,33.81,38.535,5.167999999999999,4.4879999999999995,21,1,0,325,dribble
327,7,,1,1017.5,299,81928,38.535,27.929999999999993,4.4879999999999995,8.159999999999997,21,1,0,327,dribble
329,7,,1,1019.0,299,81928,27.929999999999993,22.575000000000003,8.159999999999997,7.003999999999998,21,1,0,329,dribble
331,7,,1,1021.0,299,379790,10.185000000000002,8.189999999999998,6.256000000000007,9.112000000000002,21,1,0,331,dribble
334,7,,1,1042.0,299,119542,11.549999999999997,14.385000000000005,60.928,65.28,21,1,0,334,dribble
336,7,,1,1044.5,299,135127,12.704999999999998,13.22999999999999,56.916,59.908,21,1,0,336,dribble
341,7,,1,1053.5,299,75691,33.81,33.39,39.78,31.348,21,1,0,341,dribble
343,7,,1,1057.5,299,379790,26.459999999999994,25.724999999999994,9.520000000000003,17.06799999999999,21,1,0,343,dribble
346,7,,1,1062.5,299,83798,32.760000000000005,38.325,38.692,38.828,21,1,0,346,dribble
349,7,,1,1080.5,288,289112,4.515,3.6750000000000003,41.344,37.536,21,1,0,349,dribble
356,7,,1,1094.5,299,75691,58.695,55.650000000000006,47.532,40.596000000000004,21,1,0,356,dribble
358,7,,1,1097.5,299,21778,50.82,50.19,28.22,24.548000000000002,21,1,0,358,dribble
360,7,,1,1100.5,299,379790,48.93,48.72,11.900000000000006,6.5959999999999965,21,1,0,360,dribble
370,7,,1,1211.5,299,21778,46.51499999999999,40.11,17.407999999999994,11.763999999999996,21,1,0,370,dribble
373,7,,1,1219.5,299,83798,60.375,57.96000000000001,25.840000000000003,28.831999999999994,21,1,0,373,dribble
375,7,,1,1225.0,299,148484,45.675000000000004,39.795,28.831999999999994,26.656,21,1,0,375,dribble
378,7,,1,1230.5,288,109474,24.044999999999998,31.395,8.364,2.584,21,1,0,378,dribble
381,7,,1,1235.5,299,83798,36.435,71.505,2.9239999999999924,17.272,21,1,0,381,dribble
385,7,,1,1246.5,299,75691,58.48500000000001,49.875,53.788,57.324,21,1,0,385,dribble
388,7,,1,1254.0,288,140118,45.57,27.51,66.096,68.0,21,1,0,388,dribble
399,7,,1,1293.5,299,81928,65.1,56.28,21.352000000000004,18.427999999999997,21,1,0,399,dribble
406,7,,1,1308.5,299,75691,63.315,58.065,52.428,47.736000000000004,21,1,0,406,dribble
412,7,,1,1332.0,288,283362,58.06499999999999,68.67,32.776,36.176,21,1,0,412,dribble
414,7,,1,1334.0,288,283362,68.67,66.885,36.176,40.8,21,1,0,414,dribble
416,7,,1,1338.5,288,401060,83.05499999999999,86.1,62.832,56.848,21,1,0,416,dribble
418,7,,1,1345.0,288,140118,84.315,76.64999999999999,66.096,53.788,21,1,0,418,dribble
421,7,,1,1352.0,288,109474,78.225,75.6,10.132,13.668000000000001,21,1,0,421,dribble
429,7,,1,1369.0,299,110273,89.67,95.55,41.208,41.004,21,1,0,429,dribble
433,7,,1,1379.5,299,146760,63.315,62.160000000000004,53.652,58.072,21,1,0,433,dribble
436,7,,1,1383.0,288,140118,62.16000000000001,55.335,58.072,65.008,21,1,0,436,dribble
438,7,,1,1387.0,288,363935,38.535000000000004,35.28,41.14,32.912,21,1,0,438,dribble
441,7,,1,1393.0,288,381792,43.785000000000004,40.845,23.528000000000002,20.06,21,1,0,441,dribble
450,7,,1,1418.5,288,289112,34.335,34.44,40.528,43.724000000000004,21,1,0,450,dribble
453,7,,1,1425.0,288,401060,50.82,47.03999999999999,66.02799999999999,65.484,21,1,0,453,dribble
456,7,,1,1429.5,288,347204,82.005,89.25,53.92399999999999,51.407999999999994,21,1,0,456,dribble
461,7,,1,1451.0,288,289112,45.255,40.005,61.54,57.25600000000001,21,1,0,461,dribble
465,7,,1,1460.0,288,35405,44.519999999999996,53.865,16.388,20.4,21,1,0,465,dribble
468,7,,1,1467.5,288,140118,55.545,69.92999999999999,53.583999999999996,51.476,21,1,0,468,dribble
494,7,,1,1510.0,299,75691,36.015,41.160000000000004,49.980000000000004,50.728,21,1,0,494,dribble
505,7,,1,1581.0,288,283362,32.97,50.714999999999996,11.355999999999998,20.672,21,1,0,505,dribble
509,7,,1,1591.5,299,110273,83.055,100.065,21.488,49.3,21,1,0,509,dribble
511,7,,1,1595.5,299,110273,100.065,95.865,49.3,41.14,21,1,0,511,dribble
513,7,,1,1600.0,299,21778,89.775,85.26,11.083999999999996,5.576000000000008,21,1,0,513,dribble
517,7,,1,1611.0,288,381792,43.47,42.735,45.288,51.68,21,1,0,517,dribble
519,7,,1,1614.0,288,140118,50.19,58.69499999999999,62.016000000000005,58.072,21,1,0,519,dribble
522,7,,1,1619.0,288,381792,55.335,56.7,47.123999999999995,42.772,21,1,0,522,dribble
524,7,,1,1622.0,288,109474,80.95499999999998,90.72000000000001,3.4000000000000004,3.5360000000000005,21,1,0,524,dribble
530,7,,1,1651.0,288,283362,77.385,70.97999999999999,8.5,7.072000000000001,21,1,0,530,dribble
532,7,,1,1654.0,288,289112,53.655,56.175000000000004,38.556000000000004,43.248,21,1,0,532,dribble
535,7,,1,1660.5,299,119542,76.23,49.245,64.19200000000001,63.444,21,1,0,535,dribble
537,7,,1,1665.5,299,81928,57.855,44.93999999999999,47.94,35.632,21,1,0,537,dribble
541,7,,1,1678.0,299,148484,28.665000000000006,32.235,2.9920000000000044,2.9239999999999924,21,1,0,541,dribble
544,7,,1,1683.0,299,21778,58.695,55.86,22.507999999999996,24.14,21,1,0,544,dribble
546,7,,1,1687.5,299,75691,59.114999999999995,56.80500000000001,39.508,45.832,21,1,0,546,dribble
548,7,,1,1694.5,299,21778,57.75,40.845,23.595999999999997,13.736000000000004,21,1,0,548,dribble
551,7,,1,1700.5,299,146760,29.400000000000006,15.85499999999999,20.876000000000005,17.272,21,1,0,551,dribble
581,7,,1,1791.0,299,146760,32.97,24.570000000000007,4.352000000000004,4.419999999999995,21,1,0,581,dribble
586,7,,1,1801.5,299,119542,39.375,40.53,54.196,58.548,21,1,0,586,dribble
589,7,,1,1808.0,299,75691,55.86,46.09499999999999,44.879999999999995,35.903999999999996,21,1,0,589,dribble
591,7,,1,1812.0,299,379790,19.845,15.85499999999999,1.9720000000000084,1.5640000000000072,21,1,0,591,dribble
594,7,,1,1818.0,288,283362,31.605,35.805,4.0120000000000005,4.556,21,1,0,594,dribble
609,7,,1,1859.5,288,289112,20.685,24.36,50.796,51.476,21,1,0,609,dribble
613,7,,1,1868.0,299,146760,21.945000000000007,3.779999999999987,21.080000000000005,21.080000000000005,21,1,0,613,dribble
630,7,,1,1988.0,299,119542,15.225000000000009,20.685000000000002,65.212,63.852000000000004,21,1,0,630,dribble
652,7,,1,2075.5,299,135127,43.260000000000005,33.07499999999999,44.608000000000004,32.232,21,1,0,652,dribble
655,7,,1,2080.5,288,296521,9.03,9.555,30.94,34.68,21,1,0,655,dribble
659,7,,1,2093.0,288,296521,4.935,6.405,35.088,31.076,21,1,0,659,dribble
661,7,,1,2099.0,288,363935,21.209999999999997,43.364999999999995,11.152,7.888,21,1,0,661,dribble
669,7,,1,2132.0,299,75691,65.72999999999999,58.275,43.384,37.876000000000005,21,1,0,669,dribble
671,7,,1,2137.0,299,83798,52.395,48.614999999999995,52.156,55.012,21,1,0,671,dribble
673,7,,1,2139.5,299,119542,38.22,30.135000000000005,66.028,65.824,21,1,0,673,dribble
683,7,,1,2176.0,299,110273,84.735,83.685,32.708,36.516000000000005,21,1,0,683,dribble
691,7,,1,2190.5,288,363935,33.285000000000004,29.084999999999997,49.572,36.652,21,1,0,691,dribble
693,7,,1,2194.5,288,140118,31.29,28.980000000000004,66.3,63.172000000000004,21,1,0,693,dribble
695,7,,1,2198.5,288,381792,36.015,36.644999999999996,57.392,52.087999999999994,21,1,0,695,dribble
697,7,,1,2201.5,288,363935,27.3,28.455000000000002,28.628000000000004,22.032,21,1,0,697,dribble
700,7,,1,2205.0,288,35405,40.53,44.1,15.504000000000001,8.364,21,1,0,700,dribble
702,7,,1,2207.0,288,35405,44.1,49.769999999999996,8.364,6.732,21,1,0,702,dribble
704,7,,1,2209.5,288,35405,49.769999999999996,68.145,6.732,2.3120000000000003,21,1,0,704,dribble
707,7,,1,2215.5,299,83798,75.81,74.445,9.043999999999997,15.367999999999995,21,1,0,707,dribble
718,7,,1,2237.0,288,347204,41.37,61.739999999999995,49.912000000000006,39.303999999999995,21,1,0,718,dribble
720,7,,1,2240.0,288,347204,61.739999999999995,76.44,39.303999999999995,34.476,21,1,0,720,dribble
722,7,,1,2243.5,288,283362,88.935,94.07999999999998,23.732,26.18,21,1,0,722,dribble
730,7,,1,2273.5,288,283362,87.14999999999999,84.0,28.288000000000004,27.200000000000003,21,1,0,730,dribble
733,7,,1,2275.0,288,283362,82.845,86.41499999999999,26.248,30.123999999999995,21,1,0,733,dribble
737,7,,1,2355.0,299,135127,43.88999999999999,40.635000000000005,61.948,60.996,21,1,0,737,dribble
745,7,,1,2383.5,299,146760,36.75,37.27499999999999,4.147999999999996,18.087999999999994,21,1,0,745,dribble
748,7,,1,2391.0,299,75691,55.755,51.555,39.168,39.576,21,1,0,748,dribble
754,7,,1,2416.0,299,379790,18.585000000000008,22.78500000000001,5.439999999999998,8.228000000000002,21,1,0,754,dribble
759,7,,1,2427.5,299,379790,12.599999999999994,9.450000000000003,4.963999999999999,8.024000000000001,21,1,0,759,dribble
772,7,,1,2477.0,288,140118,36.224999999999994,32.97,66.096,65.89200000000001,21,1,0,772,dribble
774,7,,1,2480.5,288,296521,5.5649999999999995,9.45,44.472,44.54,21,1,0,774,dribble
776,7,,1,2484.0,288,381792,23.415,23.1,39.916000000000004,34.476,21,1,0,776,dribble
778,7,,1,2488.5,288,363935,22.785,58.06499999999999,11.424000000000001,6.256,21,1,0,778,dribble
780,7,,1,2493.5,288,283362,62.265,54.81,11.22,16.32,21,1,0,780,dribble
786,7,,1,2519.5,288,283362,60.794999999999995,54.915,18.428,15.911999999999999,21,1,0,786,dribble
790,7,,1,2530.5,288,296521,11.759999999999998,15.120000000000001,37.74,30.328,21,1,0,790,dribble
798,7,,1,2565.0,288,296521,3.36,14.804999999999998,34.204,34.272,21,1,0,798,dribble
800,7,,1,2569.5,288,363935,22.155,25.305000000000003,11.016,7.684,21,1,0,800,dribble
805,7,,1,2593.0,299,146760,34.125,8.610000000000014,6.187999999999995,11.152000000000001,21,1,0,805,dribble
809,7,,1,2603.5,288,135563,39.27,32.76,4.0120000000000005,6.392,21,1,0,809,dribble
811,7,,1,2608.0,288,401060,57.96000000000001,67.935,66.64,66.096,21,1,0,811,dribble
815,7,,1,2628.5,288,347204,61.529999999999994,59.010000000000005,62.62799999999999,64.66799999999999,21,1,0,815,dribble
819,7,,1,2638.0,288,363935,41.475,47.985,20.195999999999998,16.592,21,1,0,819,dribble
821,7,,1,2642.0,288,109474,57.01499999999999,47.355000000000004,3.604,5.236,21,1,0,821,dribble
824,7,,1,2648.5,288,296521,4.515,10.5,20.264,19.651999999999997,21,1,0,824,dribble
829,7,,1,2658.0,299,400828,31.185000000000002,29.400000000000006,29.648000000000003,32.232,21,1,0,829,dribble
839,7,,1,2705.0,299,148484,33.39,24.14999999999999,43.248000000000005,23.323999999999998,21,1,0,839,dribble
844,7,,2,66.5,299,400828,25.724999999999994,20.789999999999992,3.5360000000000014,1.8359999999999985,21,1,0,844,dribble
846,7,,2,71.0,299,135127,20.89500000000001,2.835000000000008,7.207999999999998,13.192000000000007,21,1,0,846,dribble
851,7,,2,104.5,288,283362,47.775,61.425,21.488,23.256,21,1,0,851,dribble
853,7,,2,106.0,288,347204,65.415,72.66000000000001,31.28,30.328,21,1,0,853,dribble
855,7,,2,108.5,288,401060,84.735,92.19,49.844,49.164,21,1,0,855,dribble
859,7,,2,112.5,299,110273,102.06,89.775,35.428000000000004,37.128,21,1,0,859,dribble
865,7,,2,124.5,299,120103,68.66999999999999,64.155,45.424,49.096,21,1,0,865,dribble
872,7,,2,152.0,299,21778,68.145,68.03999999999999,11.763999999999996,5.439999999999998,21,1,0,872,dribble
879,7,,2,167.5,299,379790,38.22,23.310000000000002,1.7680000000000007,13.327999999999996,21,1,0,879,dribble
883,7,,2,174.5,299,119542,30.239999999999995,27.090000000000003,44.403999999999996,48.076,21,1,0,883,dribble
889,7,,2,209.5,299,379790,60.794999999999995,49.245,6.5959999999999965,7.6839999999999975,21,1,0,889,dribble
